Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude
1319 Green,18009074,Homrich,"$11,200.00 ",2/10/16,No,6,42.306876,-83.116669
14612 Terry,22042996,Homrich,"$17,500.00 ",2/10/16,No,1,42.396117,-83.191366
14845 Sussex,22046773,Homrich,"$16,300.00 ",2/10/16,No,1,42.397525,-83.195185
14850 Terry,22043010,Homrich,"$16,900.00 ",2/10/16,No,1,42.397671,-83.191433
15466 Cruse,22034167,Homrich,"$14,300.00 ",2/10/16,No,2,42.404791,-83.183196
1609 LANSING,16009802,Homrich,"$22,000.00 ",2/11/16,No,6,42.318092,-83.097911
18444 Biltmore,22064080,"Direct Construction Services, LLC","$6,725.02 ",2/10/16,No,2,42.425444,-83.21112
18900 Biltmore,22064089.02,"Direct Construction Services, LLC","$6,457.39 ",2/10/16,No,2,42.428535,-83.211313
10254 Goodwin,5004883,Rickman Enterprise Group,"$9,120.00 ",2/19/16,No,5,42.392587,-83.075654
113 Collingwood,2001575,Rickman Enterprise Group,"$11,860.00 ",2/18/16,No,5,42.389291,-83.088604
12906 Montrose,22053027,Homrich,"$13,700.00 ",2/17/16,No,1,42.383893,-83.200066
13247 Santa Rosa,16020772,Able Demolition,"$26,135.00 ",2/15/16,No,7,42.386149,-83.141992
13993 Winthrop,22052425,Homrich,"$14,700.00 ",2/17/16,No,1,42.38841,-83.199533
14003 Winthrop,22052424,Homrich,"$23,000.00 ",2/16/16,No,1,42.388522,-83.199539
14011 Winthrop,22052423,Homrich,"$13,400.00 ",2/16/16,No,1,42.388635,-83.199544
1438 Burlingame,6003105,Rickman Enterprise Group,"$8,010.00 ",2/19/16,No,5,42.387683,-83.10074
14915 Forrer,22054479,Homrich,"$18,200.00 ",2/17/16,No,1,42.398282,-83.201892
15075 SORRENTO,22024156,Homrich,"$14,500.00 ",2/16/16,No,2,42.40105,-83.172766
13476 Arlington,9013597,Able Demolition,"$10,100.00 ",2/17/16,No,3,42.412706,-83.072683
14420 Saratoga,21019066,Able Demolition,"$8,585.00 ",2/18/16,No,4,42.432609,-82.974709
2512 Lakewood,21054562,Able Demolition,"$16,160.00 ",2/10/16,No,4,42.380507,-82.949964
15095 Greenfield,22050859,Homrich,"$12,300.00 ",2/17/16,No,1,42.400295,-83.199149
18809 Lumpkin,9015412,Homrich,"$10,900.00 ",2/18/16,No,3,42.430703,-83.080644
2565 Fischer,17006034-5,Homrich,"$13,200.00 ",2/16/16,No,5,42.36512,-82.996342
2650 Hunt,11001124,Homrich,"$16,500.00 ",2/15/16,No,5,42.351523,-83.030187
331 Melbourne,1002484,Rickman Enterprise Group,"$16,020.00 ",2/15/16,No,5,42.378273,-83.073072
346 Leicester Ct,1002969,Rickman Enterprise Group,"$7,350.00 ",2/16/16,No,5,42.385349,-83.076485
4253 Lawton,12006421.002L,Homrich,"$15,200.00 ",2/15/16,No,6,42.342003,-83.091823
4625 Mt Elliott,13009832,Homrich,"$18,200.00 ",2/16/16,No,5,42.367581,-83.026239
4725 Tireman,16001952,Able Demolition,"$24,130.00 ",2/19/16,No,6,42.353416,-83.117699
5092 Parker,17008883,Homrich,"$16,800.00 ",2/17/16,No,5,42.377676,-83.01225
5141 Fischer,17005862-3,Homrich,"$19,600.00 ",2/18/16,No,5,42.380375,-83.007357
5204 Cooper,19006388,Homrich,"$13,900.00 ",2/18/16,No,4,42.383738,-83.000209
5532 Cadillac,19005118,Homrich,"$16,900.00 ",2/18/16,No,4,42.386683,-82.999322
575 E Euclid,3002202,Rickman Enterprise Group,"$9,200.00 ",2/15/16,No,5,42.38006,-83.070948
5805 Pennsylvania,19005853,Homrich,"$11,100.00 ",2/18/16,No,4,42.38822,-83.002654
581 Trowbridge,3002772,Rickman Enterprise Group,"$11,760.00 ",2/17/16,No,5,42.392439,-83.078877
603 Owen,3002520,Rickman Enterprise Group,"$10,370.00 ",2/15/16,No,5,42.385837,-83.074054
656 Josephine,3002442,Rickman Enterprise Group,"$8,860.00 ",2/15/16,No,5,42.384972,-83.072363
6591 Mcgraw,18003086,Able Demolition,"$24,120.00 ",2/19/16,No,6,42.33901,-83.131283
7604 Dexter,12010373,Able Demolition,"$33,619.60 ",2/18/16,No,5,42.359847,-83.11027
7614 Dexter,12010374,Able Demolition,"$25,640.00 ",2/18/16,No,5,42.359978,-83.110249
8079 E Edsel Ford,17001110,Homrich,"$13,500.00 ",2/17/16,No,3,42.387375,-83.019025
3004 Ashland,21062106,Able Demolition,"$8,484.00 ",2/17/16,No,4,42.385707,-82.947471
5449 Daniels,18010863,Able Demolition,"$14,241.00 ",2/19/16,No,6,42.337835,-83.131385
8541 Dexter,14006341,Able Demolition,"$32,382.00 ",2/18/16,No,5,42.365091,-83.114661
962 Hague,5002871,Rickman Enterprise Group,"$8,770.00 ",2/15/16,No,5,42.382308,-83.068763
974 Hague,5002869,Rickman Enterprise Group,"$8,680.00 ",2/15/16,No,5,42.382384,-83.068558
1961 Dearing,9006184,Able Demolition,"$24,019.00 ",2/15/16,No,3,42.408894,-83.075611
2130 E Forest,9002363,Able Demolition,"$14,140.00 ",2/15/16,No,5,42.362229,-83.042134
671 W Hollywood,1006689,Able Demolition,"$14,746.00 ",2/15/16,No,2,42.430269,-83.112313
10083 Crocuslawn,18005975,Homrich,"$28,900.00 ",2/23/16,No,7,42.368104,-83.159971
11380 Montrose,22052956,Homrich,"$15,100.00 ",2/24/16,No,7,42.371341,-83.199556
12130 Washburn,16038975,Able Demolition,"$29,920.00 ",2/24/16,No,7,42.37771,-83.159524
1250 Lawrence,6002994,Rickman Enterprise Group,"$25,470.00 ",2/22/16,No,5,42.387007,-83.099168
12691 Mansfield,22057884,Homrich,"$17,200.00 ",2/22/16,No,1,42.381273,-83.204256
12882 Rosemont,22076348,Homrich,"$16,900.00 ",2/23/16,No,1,42.383231,-83.219335
13612 Grandville,22088307,Rickman Enterprise Group,"$6,800.00 ",2/23/16,No,1,42.385687,-83.230485
1416 Virginia Park,6001810,Rickman Enterprise Group,"$21,210.00 ",2/22/16,No,5,42.372045,-83.089687
14190 Montrose,22053081,Homrich,"$22,800.00 ",2/22/16,No,1,42.390687,-83.200093
14432 Patton,22103883,Homrich,"$11,000.00 ",2/24/16,No,1,42.39285,-83.243131
15019 Lahser,22113857,Homrich,"$12,000.00 ",2/24/16,No,1,42.397905,-83.257131
15320 Greenlawn,16029320,Able Demolition,"$22,878.00 ",2/24/16,No,2,42.402946,-83.150261
15450 Lahser,22113267-8,Homrich,"$21,700.00 ",2/23/16,No,1,42.402825,-83.256532
15757 Rockdale,22114346,Homrich,"$10,800.00 ",2/23/16,No,1,42.405126,-83.258652
15803 Archdale,22071813,Homrich,"$12,800.00 ",2/22/16,No,1,42.406771,-83.21685
211 Woodland,1003648,Rickman Enterprise Group,"$15,700.00 ",2/22/16,No,5,42.394195,-83.085217
2654 Chipman,10000199,Homrich,"$16,200.00 ",2/23/16,No,6,42.326133,-83.079659
2682 E Alexandrine,11001576.002L,Homrich,"$15,600.00 ",2/22/16,No,5,42.359584,-83.034909
281 E Grand Blvd,15008099,Rickman Enterprise Group,"$10,490.00 ",2/23/16,No,5,42.351645,-83.005451
2847 Tillman,12007583,Homrich,"$12,500.00 ",2/24/16,No,6,42.332007,-83.089972
3354 Roosevelt,12010032,Homrich,"$15,100.00 ",2/24/16,No,6,42.333713,-83.095451
345 Harmon,1003422,Rickman Enterprise Group,"$8,700.00 ",2/22/16,No,5,42.392594,-83.081388
4877 Manistique,21061483,Homrich,"$18,000.00 ",2/22/16,No,4,42.395789,-82.955924
5287 Tarnow,18012568,Able Demolition,"$22,600.00 ",2/22/16,No,6,42.334438,-83.137206
6548 Minock,22090457,Rickman Enterprise Group,"$7,700.00 ",2/24/16,No,7,42.339416,-83.231208
6802 Minock,22090471,Rickman Enterprise Group,"$8,610.00 ",2/24/16,No,7,42.341038,-83.23126
6810 Minock,22090472,Rickman Enterprise Group,"$10,420.00 ",2/24/16,No,7,42.341133,-83.231263
7751 Wykes,18013386,Homrich,"$13,100.00 ",2/24/16,No,6,42.350354,-83.142285
8595 Northlawn,18014806,Rickman Enterprise Group,"$11,990.00 ",2/25/16,No,7,42.358037,-83.152283
9615 Wyoming,18016103,Able Demolition,"$28,115.00 ",2/24/16,No,7,42.367216,-83.158561
9930 Montrose,22052926,Homrich,"$8,300.00 ",2/24/16,No,7,42.368301,-83.199457
15273 Faircrest,21018902,Esso Wrecking Co.,"$10,510.00 ",2/22/16,No,4,42.432585,-82.963874
5519 Chopin,18012283,Able Demolition,"$26,610.00 ",2/22/16,No,6,42.336308,-83.137432
8977 Cameron,05004527-8,Rickman Enterprise Group,"$12,190.00 ",2/26/16,No,5,42.386356,-83.070997
5293 Tarnow,18012567,Able Demolition,"$10,100.00 ",2/22/16,No,6,42.334511,-83.137259
5431 Springwells,20005383,Able Demolition,"$13,130.00 ",2/23/16,No,6,42.333637,-83.142067
5457 Springwells,20005379,Able Demolition,"$13,130.00 ",2/23/16,No,6,42.333928,-83.142275
5503 Proctor,18012810,Able Demolition,"$12,887.60 ",2/22/16,No,6,42.335847,-83.139289
10017 Mettetal,22060715,Homrich,"$14,400.00 ",3/1/16,No,7,42.369375,-83.206191
13917 Forrer,22054564,Rickman Enterprise Group,"$7,870.00 ",2/29/16,No,1,42.387318,-83.201611
14326 St Marys,22058564,Rickman Enterprise Group,"$10,520.00 ",2/29/16,No,1,42.392185,-83.205568
15955 Chalfonte,22010504,Rickman Enterprise Group,"$8,260.00 ",2/29/16,No,1,42.398844,-83.203944
16914 Greydale,22112706,Able Demolition,"$21,696.00 ",2/29/16,No,1,42.414253,-83.255867
17187 Salem,22124494,Able Demolition,"$16,969.00 ",2/29/16,No,1,42.415553,-83.285646
18950 Lahser,22113431,Rickman Enterprise Group,"$7,930.00 ",2/29/16,No,1,42.42717,-83.257777
20153 Meyers,22019877-8,Rickman Enterprise Group,"$10,500.00 ",3/1/16,No,2,42.441535,-83.171434
20254 San Juan,16025746,Rickman Enterprise Group,"$12,360.00 ",2/29/16,No,2,42.443437,-83.147158
16921 Wormer,22123276,Brown Environmental Construction,"$15,400.00 ",3/1/16,No,1,42.413725,-83.279994
16933 Wormer,22123276,Brown Environmental Construction,"$15,400.00 ",3/1/16,No,1,42.413834,-83.279998
16941 Wormer,22123276,Brown Environmental Construction,"$15,400.00 ",3/1/16,No,1,42.413941,-83.280002
7283 Piedmont,22087878,"Direct Construction Services, LLC","$4,751.00 ",2/27/16,No,7,42.344531,-83.228465
15361 Lahser,22113827,Able Demolition,"$12,698.00 ",2/29/16,No,1,42.401597,-83.257274
16519 Lauder,22042328,Able Demolition,"$10,706.00 ",2/29/16,No,1,42.411676,-83.192165
18295 Wormer,22123210,Able Demolition,"$9,898.00 ",3/1/16,No,1,42.423038,-83.28038
9549 Montrose,22053381,Homrich,"$14,800.00 ",3/1/16,No,7,42.366081,-83.200054
9576 Forrer,22053716,Homrich,"$11,900.00 ",3/1/16,No,7,42.366481,-83.200591
9647 Rutherford,22056712,Homrich,"$11,700.00 ",3/1/16,No,7,42.367407,-83.202477
9900 Mettetal,22059712,Homrich,"$11,800.00 ",3/1/16,No,7,42.367825,-83.20545
1111 Concord,15011772,Rickman Enterprise Group,"$8,860.00 ",2/26/16,No,5,42.350364,-83.008425
14494 Robson,22043664,Able Demolition,"$30,559.20 ",2/26/16,No,1,42.394319,-83.192291
16915 Greydale,22112899,Able Demolition,"$23,514.00 ",2/26/16,No,1,42.414235,-83.256547
3815 Mohawk,14001007,Homrich,"$12,400.00 ",2/26/16,No,6,42.343273,-83.10367
4614 Central,18009777,Homrich,"$22,900.00 ",2/26/16,No,6,42.329469,-83.136114
8690 Traverse,19003256,Homrich,"$15,400.00 ",3/3/16,No,3,42.399867,-83.015743
8283 Piedmont,22087808,"Direct Construction Services, LLC","$13,422.61 ",3/1/16,No,7,42.353461,-83.228829
8284 Piedmont,22086984,"Direct Construction Services, LLC","$9,325.24 ",3/1/16,No,7,42.353468,-83.228145
10 W Arizona,1004588,Rickman Enterprise Group,"$13,630.00 ",3/8/16,No,2,42.419302,-83.10232
12075 Maiden,21006612,Homrich,"$17,900.00 ",3/7/16,No,4,42.402614,-82.985166
12740 Racine,21033563,Homrich,"$12,700.00 ",3/8/16,No,4,42.422394,-82.995471
13371 Flanders,21011600,Homrich,"$15,200.00 ",3/8/16,No,4,42.417962,-82.978092
134 W Savannah,1005642,Rickman Enterprise Group,"$5,520.00 ",3/8/16,No,2,42.425589,-83.104688
13867 Moran,9009086,Homrich,"$11,200.00 ",3/9/16,No,3,42.418284,-83.0648
14110 Linnhurst,21018450,Homrich,"$16,700.00 ",3/10/16,No,4,42.431091,-82.977409
15719 Rossini Drive,21025023,Esso Wrecking Co.,"$9,960.00 ",3/7/16,No,3,42.44407,-82.958665
15844 Dacosta,22115678,Brown Environmental Construction,"$5,079.00 ",3/2/16,No,1,42.406376,-83.26041
15915 Rossini Drive,21025034,Esso Wrecking Co.,"$11,850.00 ",3/7/16,No,3,42.444129,-82.956231
167 W Robinwood,1006492,Homrich,"$18,600.00 ",3/7/16,No,2,42.429609,-83.105496
17208 Munich,21001990-1,Homrich,"$17,400.00 ",3/7/16,No,4,42.403164,-82.925468
17541 St Aubin,9016084,Rickman Enterprise Group,"$9,370.00 ",3/8/16,No,3,42.422931,-83.08169
19372 Danbury,1009155,Rickman Enterprise Group,"$9,010.00 ",3/8/16,No,2,42.435324,-83.106009
20076 Dresden,21034771,Esso Wrecking Co.,"$10,675.00 ",3/8/16,No,3,42.444739,-82.999844
20150 Rogge,15006560,Esso Wrecking Co.,"$11,060.00 ",3/9/16,No,3,42.444354,-83.029186
20219 Dresden,21034815,Esso Wrecking Co.,"$10,750.00 ",3/8/16,No,3,42.445732,-83.000573
20261 Waltham,21032782,Homrich,"$17,500.00 ",3/8/16,No,3,42.446442,-82.995731
20549 Caldwell,13014377,Homrich,"$11,400.00 ",3/9/16,No,3,42.44691,-83.047872
3502 Beals,17010442,Esso Wrecking Co.,"$9,300.00 ",3/11/16,No,5,42.36605,-83.006367
4610 Military,16016065,Rickman Enterprise Group,"$8,665.00 ",3/3/16,No,6,42.335695,-83.121714
4618 Military,16016066,Rickman Enterprise Group,"$8,665.00 ",3/3/16,No,6,42.335768,-83.121767
4668 Fairview,21042215,Homrich,"$12,200.00 ",3/7/16,No,4,42.385363,-82.986454
483 W Hollywood,1006662,Rickman Enterprise Group,"$8,740.00 ",3/8/16,No,2,42.430309,-83.108817
5013 Fischer,17005884,Esso Wrecking Co.,"$9,300.00 ",3/10/16,No,5,42.378807,-83.006229
5067 Fischer,17005875,Esso Wrecking Co.,"$19,460.00 ",3/10/16,No,5,42.37946,-83.006699
560 W Brentwood,1006866,Rickman Enterprise Group,"$12,560.00 ",3/7/16,No,2,42.43157,-83.110286
5774 Eastlawn,21053097,Esso Wrecking Co.,"$11,610.00 ",3/11/16,No,4,42.400334,-82.965628
9340 Weyher,19000972,Homrich,"$13,400.00 ",3/7/16,No,4,42.373814,-82.994374
981 Fernhill,1007629,Rickman Enterprise Group,"$6,990.00 ",3/7/16,No,2,42.437478,-83.113882
10021 Asbury Park,22062199,Homrich,"$11,200.00 ",3/2/16,No,7,42.36942,-83.207462
11330 Abington Ave,22066150,Homrich,"$14,700.00 ",3/2/16,No,7,42.3705,-83.210399
11366 Woodmont,22062574,Homrich,"$12,600.00 ",3/2/16,No,7,42.371018,-83.208005
17142 Lamont,13017321,Homrich,"$17,200.00 ",3/3/16,No,3,42.419536,-83.053576
17340 Fenelon,13016935,Homrich,"$13,000.00 ",3/3/16,No,3,42.421617,-83.05257
17632 Dwyer,13011740,Homrich,"$16,700.00 ",3/3/16,No,3,42.423769,-83.040883
18680 Shields,13019172,Homrich,"$15,200.00 ",3/2/16,No,3,42.430775,-83.059421
19266 Winston,22123964,Able Demolition,"$19,585.00 ",3/3/16,No,1,42.431123,-83.283058
7580 Lynch Rd,15002511,Homrich,"$13,100.00 ",3/3/16,No,3,42.404699,-83.024608
5761 Eastlawn,21053160,Esso Wrecking Co.,"$16,460.00 ",3/12/16,No,4,42.399856,-82.966357
18224 Grayfield,22120377,Able Demolition,"$10,504.00 ",3/3/16,No,1,42.422166,-83.269339
18266 Grayfield,22120381,Able Demolition,"$11,312.00 ",3/3/16,No,1,42.422741,-83.269356
19017 Wormer,22123179,Able Demolition,"$9,898.00 ",3/2/16,No,1,42.428191,-83.280873
11624 Dwyer,13011639,Homrich,"$15,300.00 ",3/15/16,No,3,42.409005,-83.040017
14710 Lappin,21021735,Homrich,"$10,500.00 ",3/16/16,No,3,42.436756,-82.971364
14927 Manning,21023345,Homrich,"$11,500.00 ",3/15/16,No,3,42.441148,-82.968235
15709 Novara,21022565,Homrich,"$16,500.00 ",3/16/16,No,3,42.439424,-82.958681
15892 Greenlawn,16029387,Brown Environmental Construction,"$8,682.00 ",3/15/16,No,2,42.40877,-83.15047
16877 Prairie,16023249,Brown Environmental Construction,"$21,660.00 ",3/14/16,No,2,42.415818,-83.145385
17151 Maine,9012723,Rickman Enterprise Group,"$8,460.00 ",3/14/16,No,3,42.41939,-83.075494
17155 Lamont,13017583,Homrich,"$10,400.00 ",3/14/16,No,3,42.419689,-83.054167
17160 Gable,13012342,Rickman Enterprise Group,"$9,870.00 ",3/14/16,No,3,42.420029,-83.041466
17502 Anglin,9011955,Rickman Enterprise Group,"$8,150.00 ",3/14/16,No,3,42.422522,-83.073957
17865 Goddard,9014290,Rickman Enterprise Group,"$11,620.00 ",3/14/16,No,3,42.424267,-83.078661
17908 Mackay,9013082,Rickman Enterprise Group,"$7,240.00 ",3/14/16,No,3,42.424887,-83.076138
19929 Barlow,21033316,Rickman Enterprise Group,"$9,750.00 ",3/14/16,No,3,42.442636,-82.996737
20304 Barlow,21033242,Rickman Enterprise Group,"$12,000.00 ",3/14/16,No,3,42.447009,-82.99621
20323 Barlow,21033272,Rickman Enterprise Group,"$9,690.00 ",3/14/16,No,3,42.447222,-82.996924
20536 Hamburg,21033877,Rickman Enterprise Group,"$11,220.00 ",3/14/16,No,3,42.447915,-82.997461
20561 Barlow,21033262-3,Rickman Enterprise Group,"$8,270.00 ",3/14/16,No,3,42.44824,-82.996963
20577 Barlow,21033260,Rickman Enterprise Group,"$8,890.00 ",3/14/16,No,3,42.448459,-82.996972
3555 Somerset,21067608,Brown Environmental Construction,"$5,370.00 ",3/16/16,No,4,42.389188,-82.941383
3865 Naumann,13007796,Rickman Enterprise Group,"$6,590.00 ",3/14/16,No,3,42.423435,-83.065455
4143 Van Dyke,17010155,DMC Consultants,"$15,367.50 ",3/15/16,No,5,42.370363,-83.009009
5108 Iroquois,17007098,Esso Wrecking Co.,"$9,650.00 ",3/16/16,No,5,42.379026,-83.009444
5235 Neff,21076299.01,Brown Environmental Construction,"$4,716.00 ",3/16/16,No,4,42.410018,-82.926866
5257 Coplin,21051563,DMC Consultants,"$16,917.50 ",3/15/16,No,4,42.395867,-82.966143
5300 Coplin,21051451,DMC Consultants,"$27,175.00 ",3/15/16,No,4,42.396576,-82.965943
5540 Philip,21060300,DMC Consultants,"$9,437.50 ",3/15/16,No,4,42.400212,-82.958988
5816 Lakeview,21052409,Esso Wrecking Co.,"$10,200.00 ",3/15/16,No,4,42.40037,-82.967296
5932 PHILIP,21060323,Esso Wrecking Co.,"$9,410.00 ",3/15/16,No,4,42.403333,-82.961053
6050 Auburn,22092077,DMC Consultants,"$9,629.25 ",3/16/16,No,7,42.333121,-83.232198
618 Meldrum,15013472,Rickman Enterprise Group,"$11,160.00 ",3/16/16,No,5,42.346121,-83.009663
8050 Manila,17000535,DMC Consultants,"$27,466.00 ",3/15/16,No,5,42.373335,-83.009524
8081 Auburn,22092911,DMC Consultants,"$10,505.00 ",3/16/16,No,7,42.351603,-83.233627
8450 Auburn,22092251,DMC Consultants,"$9,550.00 ",3/16/16,No,7,42.354774,-83.233048
8681 Brace,22081154,DMC Consultants,"$10,300.00 ",3/16/16,No,7,42.357074,-83.224035
8827 Auburn,22092858,DMC Consultants,"$9,750.00 ",3/16/16,No,7,42.358086,-83.233887
8836 Brace,22081032-3,DMC Consultants,"$8,900.00 ",3/16/16,No,7,42.358372,-83.223351
9130 Beaconsfield,21065758,DMC Consultants,"$9,631.40 ",3/15/16,No,4,42.408682,-82.955364
4549 Iroquois,17007421,Esso Wrecking Co.,"$19,630.00 ",3/19/16,No,5,42.375168,-83.00737
5251 Beaconsfield,21066242,Esso Wrecking Co.,"$9,650.00 ",3/20/16,No,4,42.40103,-82.951667
5312 Iroquois,17007114,Esso Wrecking Co.,"$9,100.00 ",3/20/16,No,5,42.380334,-83.010385
19517 Westbrook,22109990,Adamo,"$10,958.00 ",3/23/16,No,1,42.434563,-83.25281
11965 Laing,21058050,Brown Environmental Construction,"$4,511.00 ",3/18/16,No,4,42.42522,-82.955131
19342 Avon,22081555,Adamo,"$6,098.00 ",3/21/16,No,1,42.432578,-83.226301
19938 Avon,22081592,Adamo,"$8,663.00 ",3/21/16,No,1,42.438083,-83.226644
20127 Indiana,16035858.002L,Adamo,"$6,923.00 ",3/21/16,No,2,42.441405,-83.159446
20244 Mendota,16043148,Adamo,"$8,258.00 ",3/21/16,No,2,42.442879,-83.166485
4216 Wesson,16015351,Homrich,"$23,000.00 ",3/17/16,No,6,42.333955,-83.117119
4429 23rd St,12008305,Adamo,"$8,776.00 ",3/21/16,No,6,42.341529,-83.097489
5532 Beaconsfield,21065716,Esso Wrecking Co.,"$9,520.00 ",3/19/16,No,4,42.402667,-82.952064
5977 Chalmers,21055920,Esso Wrecking Co.,"$9,870.00 ",3/20/16,No,4,42.402878,-82.964189
7257 Faust,22079378,"Direct Construction Services, LLC","$19,841.39 ",3/19/16,No,7,42.344232,-83.221168
8641 Penrod,22078103,"Direct Construction Services, LLC","$10,043.67 ",3/17/16,No,7,42.356591,-83.220374
7334 Penrod,22077527,"Direct Construction Services, LLC","$6,776.28 ",3/19/16,No,7,42.34534,-83.219313
10377 MAPLELAWN,18006185,RDC Construction Services,"$9,500.00 ",3/24/16,No,7,42.369479,-83.163285
11919 E State Fair,21024201-3,Esso Wrecking Co.,"$10,200.00 ",3/25/16,No,3,42.442002,-83.002046
14420 Pierson,22106437,"313 Construction, LLC","$5,801.11 ",3/28/16,No,1,42.392608,-83.245308
14426 Pierson,22106438-9,"313 Construction, LLC","$8,634.44 ",3/28/16,No,1,42.392748,-83.245314
14629 Burt Rd,22107992,"313 Construction, LLC","$9,412.22 ",3/28/16,No,1,42.395135,-83.24724
15801 Tuller,16027031,Salenbien,"$19,675.00 ",3/23/16,No,2,42.407616,-83.147714
16580 Woodingham,16028370,RDC Construction Services,"$7,300.00 ",3/24/16,No,2,42.413419,-83.149644
16850 Monica,16021274,Salenbien,"$10,331.25 ",3/25/16,No,2,42.415478,-83.143708
17145 Vaughan,22098196,Salenbien,"$6,570.20 ",3/28/16,No,1,42.41587,-83.239477
181 W Robinwood,1006494,Rickman Enterprise Group,"$11,060.00 ",3/24/16,No,2,42.429607,-83.105793
18154 Vaughan,22097902,Salenbien,"$7,664.25 ",3/25/16,No,1,42.422502,-83.239197
18458 Vaughan,22097929,Salenbien,"$8,272.10 ",3/25/16,No,1,42.425355,-83.239345
1945 Green,18009031,Able Demolition,"$25,918.00 ",3/28/16,No,6,42.311697,-83.120054
20117 Ashton,22075353,Salenbien,"$8,270.20 ",3/25/16,No,1,42.440605,-83.221533
2020 Grove,08005531-2,Salenbien,"$7,780.20 ",3/24/16,No,2,42.415301,-83.12105
20210 Albany St,13013394,Adamo,"$6,098.00 ",3/28/16,No,3,42.444647,-83.045016
20554 Syracuse,13013760,Adamo,"$6,361.00 ",3/25/16,No,3,42.447055,-83.046151
21195 Pickford,22015477,Salenbien,"$12,470.20 ",3/25/16,No,1,42.424021,-83.251374
21427 Glenco,22014609,Salenbien,"$6,018.30 ",3/28/16,No,1,42.421198,-83.253833
3027 Beals,17010471,Adamo,"$7,786.00 ",3/28/16,No,5,42.363972,-83.005431
3059 Townsend,17012419,Adamo,"$12,697.00 ",3/28/16,No,5,42.363362,-83.008455
10347 Sterritt,19002097,Brown Environmental Construction,"$9,251.00 ",3/21/16,No,3,42.395551,-83.001417
106 W Brentwood,1006904,Rickman Enterprise Group,"$8,240.00 ",3/22/16,No,2,42.431645,-83.104383
11170 Glenfield,21010561,Brown Environmental Construction,"$8,241.00 ",3/21/16,No,4,42.408628,-82.99801
1154 Burlingame,6003122,Salenbien,"$44,075.45 ",3/22/16,No,5,42.388582,-83.098253
11642 Dwyer,13011642,Adamo,"$8,843.00 ",3/23/16,No,3,42.409252,-83.040023
11703 Beaconsfield,21066009.01,Brown Environmental Construction,"$4,735.00 ",3/23/16,No,4,42.427536,-82.94367
11703 Corbett,21006941,Able Demolition,"$13,170.40 ",3/24/16,No,4,42.401937,-82.98986
11891 Wayburn,21063700,Esso Wrecking Co.,"$13,810.00 ",3/23/16,No,4,42.427452,-82.949339
12828 Dwyer,13011667,Adamo,"$5,895.00 ",3/23/16,No,3,42.412428,-83.04013
12840 St Louis,13011177,Adamo,"$5,363.00 ",3/24/16,No,3,42.412643,-83.038955
12940 Dwyer,13011683,Adamo,"$7,058.00 ",3/23/16,No,3,42.413972,-83.040164
13026 Frankfort,21003173,Esso Wrecking Co.,"$9,870.00 ",3/23/16,No,4,42.394006,-82.967312
13087 Glenfield,21010694,Brown Environmental Construction,"$6,276.00 ",3/21/16,No,4,42.415607,-82.979562
13243 Gable,13012740,Adamo,"$6,875.00 ",3/24/16,No,3,42.414758,-83.042035
13319 Wade,21006331,Brown Environmental Construction,"$4,722.00 ",3/22/16,No,4,42.406352,-82.971681
13411 Dwyer,13012099,Adamo,"$12,616.00 ",3/23/16,No,3,42.415714,-83.040863
13445 Corbett,21007075,Brown Environmental Construction,"$8,722.00 ",3/22/16,No,4,42.408593,-82.970512
13700 Dwyer,13011713,Adamo,"$6,863.00 ",3/23/16,No,3,42.417388,-83.040245
13701 Cedargrove,21016433,Brown Environmental Construction,"$14,336.00 ",3/22/16,No,4,42.425638,-82.980003
14065 Liberal,21022842,Brown Environmental Construction,"$5,605.00 ",3/23/16,No,3,42.439967,-82.978786
14126 Frankfort,21003133,Esso Wrecking Co.,"$19,600.00 ",3/23/16,No,4,42.395793,-82.962434
1419 Taylor,6002178,Salenbien,"$17,300.00 ",3/19/16,No,5,42.377297,-83.093387
14461 Fordham,21019870,Rickman Enterprise Group,"$9,610.00 ",3/21/16,No,4,42.434552,-82.974014
14480 Spring Garden,21017226,Brown Environmental Construction,"$5,643.00 ",3/22/16,No,4,42.427653,-82.973465
14514 Fordham,21019769,Rickman Enterprise Group,"$8,200.00 ",3/21/16,No,4,42.434159,-82.973012
14515 Lappin,21021801,Rickman Enterprise Group,"$22,220.00 ",3/21/16,No,3,42.437296,-82.973022
14531 Novara,21022479,Rickman Enterprise Group,"$20,120.00 ",3/21/16,No,3,42.439467,-82.972812
14640 Spring Garden,21017215,Brown Environmental Construction,"$9,188.00 ",3/22/16,No,4,42.427695,-82.971773
14767 Lappin,21021820,Rickman Enterprise Group,"$21,910.00 ",3/21/16,No,3,42.437361,-82.97034
14769 Novara,21022498,Rickman Enterprise Group,"$7,260.00 ",3/21/16,No,3,42.439521,-82.970374
14791 Lappin,21021823,Rickman Enterprise Group,"$11,630.00 ",3/21/16,No,3,42.437372,-82.969904
14792 Novara,21022433,Rickman Enterprise Group,"$9,570.00 ",3/21/16,No,3,42.439086,-82.969912
14818 Lappin,21021720,Rickman Enterprise Group,"$11,270.00 ",3/21/16,No,3,42.43681,-82.969365
14838 Lappin,21021717,Rickman Enterprise Group,"$17,870.00 ",3/21/16,No,3,42.43682,-82.968977
