Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude
16641 Tuller,16026965,MCM,"$12,497.59 ",7/25/14,No,2,42.414256,-83.148275
1023 Morrell,16010419,MCM,"$14,263.00 ",7/21/14,No,6,42.312198,-83.096703
1981 Sharon,20008300-0,MCM,"$7,199.00 ",8/1/14,No,6,42.306894,-83.134595
12883 Faust,22079192,MCM,"$9,230.00 ",7/28/14,No,1,42.383133,-83.222506
14381 Minock,22091271-2,MCM,"$11,828.00 ",8/4/14,No,1,42.392321,-83.233829
8009 Belle,20007152,Homrich,"$20,900.00 ",9/18/15,No,6,42.315014,-83.130503
2645 Norman,20007379,DMC Consultants,"$6,720.00 ",8/18/14,No,6,42.314225,-83.13224
617 Rosedale Ct,3002875,Able Demolition,"$13,433.00 ",10/2/14,No,5,42.394315,-83.079437
642 Rosedale Ct,3002834,Able Demolition,"$12,524.00 ",10/2/14,No,5,42.394019,-83.078742
2012 Louise,8005394,Farrow Group,"$12,500.00 ",5/26/15,No,2,42.412092,-83.120815
10289 Cameron,5004440,Able Demolition,"$11,413.00 ",10/3/14,No,5,42.393172,-83.075555
16119 Novara,21022596,Homrich,"$17,273.89 ",7/24/14,No,3,42.439469,-82.95359
15600 Fairmount Dr,21025174,Homrich,"$11,063.99 ",8/13/14,No,3,42.444386,-82.960764
15894 Liberal,21022657,Homrich,"$19,435.26 ",9/29/14,No,3,42.439825,-82.95643
15879 Liberal,21022961-2,Homrich,"$20,241.64 ",9/29/14,No,3,42.440358,-82.956741
15840 Novara,21022362,Homrich,"$18,123.24 ",9/24/14,No,3,42.43891,-82.957416
15800 Novara,21022367,Homrich,"$14,875.70 ",9/24/14,No,3,42.438898,-82.958138
15643 Maddelein,21021576,Homrich,"$15,394.49 ",9/24/14,No,3,42.436704,-82.959774
16019 Rossini Drive,21025037,MCM,"$15,007.80 ",9/18/14,No,3,42.44412,-82.955518
16267 Eastburn,21025883,MCM,"$18,706.44 ",9/18/14,No,3,42.445937,-82.95228
16205 Eastburn,21025873-4,MCM,"$21,460.35 ",9/18/14,No,3,42.44593,-82.953468
19625 Rowe,21035959,Homrich,"$12,626.44 ",8/7/14,No,3,42.439879,-83.004013
19568 Rowe,21035839,Homrich,"$12,703.58 ",8/8/14,No,3,42.439128,-83.003275
19388 Rogge,15006519,Homrich,"$17,996.38 ",8/7/14,No,3,42.437223,-83.029502
19187 Teppert,17015098,Homrich,"$22,003.48 ",9/18/14,No,3,42.435647,-83.008187
19175 Rowe,21035995,Homrich,"$23,997.29 ",8/7/14,No,3,42.43561,-83.003833
16601 Edmore Dr,21026813,Homrich,"$13,016.35 ",8/13/14,No,3,42.447785,-82.948577
15887 Liberal,21022963,Homrich,"$21,562.44 ",9/29/14,No,3,42.440361,-82.956596
15834 Liberal,21022665,Homrich,"$16,072.97 ",9/29/14,No,3,42.439812,-82.957586
15826 Liberal,21022666,Homrich,"$23,744.59 ",9/29/14,No,3,42.439809,-82.95773
15623 Lappin,21021870,Homrich,"$17,406.53 ",9/24/14,No,3,42.437602,-82.960249
15200 Maddelein,21021389,Brown Environmental Construction,"$5,210.00 ",5/28/14,No,3,42.436065,-82.965246
16037 Novara,21022586,Jenkins Construction,"$11,900.00 ",10/23/14,No,3,42.439452,-82.955071
15203 Liberal,21022920,Jenkins Construction,"$10,700.00 ",10/22/14,No,3,42.440153,-82.965392
16092 Liberal,21022643,Jenkins Construction,"$6,900.00 ",10/22/14,No,3,42.439863,-82.954049
20085 Annott,21035561,Jenkins Construction,"$7,400.00 ",10/30/14,No,3,42.444769,-83.002976
20067 Annott,21035563,Jenkins Construction,"$8,400.00 ",10/30/14,No,3,42.444549,-83.002968
20010 Bradford,21035116,Jenkins Construction,"$6,725.00 ",10/30/14,No,3,42.443827,-83.00103
15313 Lappin,21021867,Jenkins Construction,"$12,300.00 ",10/22/14,No,3,42.437513,-82.963349
16106 Fairmount Dr,21025137,Jenkins Construction,"$10,500.00 ",10/23/14,No,3,42.444528,-82.953917
20100 Bradford,21035127,Jenkins Construction,"$6,725.00 ",10/30/14,No,3,42.445034,-83.001077
19181 Annott,21035633,Jenkins Construction,"$7,650.00 ",10/30/14,No,3,42.43575,-83.002611
20050 Rowe,21035879,Jenkins Construction,"$11,400.00 ",6/23/15,No,3,42.444319,-83.003492
20028 Dresden,21034765,Jenkins Construction,"$12,100.00 ",6/23/15,No,3,42.444081,-82.999816
19683 Runyon,17014695,Jenkins Construction,"$7,725.00 ",11/25/14,No,3,42.439811,-83.007272
19430 Runyon,17014648,Jenkins Construction,"$6,475.00 ",11/25/14,No,3,42.438318,-83.006645
19389 Runyon,17014715,Jenkins Construction,"$7,300.00 ",11/25/14,No,3,42.437695,-83.007215
19375 Algonac,17015729,Homrich,"$19,700.00 ",9/16/15,No,3,42.437393,-83.010535
19231 Algonac,17015740,Homrich,"$21,800.00 ",9/16/15,No,3,42.436161,-83.01049
15908 Liberal,21022655,Homrich,"$23,400.00 ",9/15/15,No,3,42.439829,-82.956142
16253 Lappin,21021920,Homrich,"$19,300.00 ",9/16/15,No,3,42.437707,-82.952322
16308 Coram,21021987,Homrich,"$23,400.00 ",9/14/15,No,3,42.438161,-82.951259
15313 Tacoma,21023882,Jenkins Construction,"$9,650.00 ",6/19/15,No,3,42.442011,-82.963502
16084 Liberal,21022644,Jenkins Construction,"$11,500.00 ",6/5/15,No,3,42.439861,-82.954197
15285 Maddelein,21021567,Jenkins Construction,"$7,900.00 ",6/16/15,No,3,42.4366,-82.963775
15235 Coram,21022141,Jenkins Construction,"$13,800.00 ",6/16/15,No,3,42.438372,-82.964726
16300 Liberal,21022627,Jenkins Construction,"$10,000.00 ",6/5/15,No,3,42.439907,-82.951491
19764 Beland,17015406,Jenkins Construction,"$8,400.00 ",6/29/15,No,3,42.440938,-83.008792
19706 Albion,17014297-8,Jenkins Construction,"$10,500.00 ",6/23/15,No,3,42.440246,-83.005659
19552 Bradford,21035079,Jenkins Construction,"$13,400.00 ",6/23/15,No,3,42.438966,-83.000836
19195 Blackmoor,17016156,Jenkins Construction,"$7,200.00 ",6/29/15,No,3,42.435618,-83.013612
19155 Blackmoor,17016161,Jenkins Construction,"$6,400.00 ",6/29/15,No,3,42.435069,-83.013587
19154 Blackmoor,17016140,Jenkins Construction,"$8,200.00 ",6/29/15,No,3,42.435083,-83.012977
19611 Runyon,17014705,Jenkins Construction,"$6,725.00 ",7/24/15,No,3,42.438837,-83.007244
19501 Bradford,21035221,Farrow Group,"$11,029.55 ",11/26/14,No,3,42.438278,-83.001497
15233 Liberal,21022923,Jenkins Construction,"$5,200.00 ",10/22/14,No,3,42.440167,-82.964937
20077 Annott,21035562,Jenkins Construction,"$5,225.00 ",10/30/14,No,3,42.444659,-83.002971
19616 Bradford,21035087,Farrow Group,"$13,134.55 ",12/5/14,No,3,42.439844,-83.000872
19215 Bradford,21035239,Farrow Group,"$14,829.55 ",12/5/14,No,3,42.436228,-83.001395
13249 Caldwell,13014578-9,Farrow Group,"$19,529.55 ",12/5/14,No,3,42.414692,-83.046896
19767 Rowe,21035949,Farrow Group,"$11,029.55 ",12/5/14,No,3,42.441132,-83.004074
15293 Coram,21022148,Homrich,"$14,100.00 ",9/15/15,No,3,42.438404,-82.96369
19166 Albion,17014253,Farrow Group,"$12,129.55 ",12/5/14,No,3,42.43542,-83.005522
19971 Carrie,15008416,Homrich,"$21,545.11 ",8/2/14,No,3,42.442296,-83.030996
5097 Garvin,13006770,Homrich,"$9,453.15 ",8/1/14,No,3,42.41114,-83.050608
12361 Maine,9012852,Homrich,"$17,076.08 ",8/1/14,No,3,42.407725,-83.0675
12321 Maine,09012856.002L,Homrich,"$18,292.19 ",8/5/14,No,3,42.40722,-83.067156
2408 Meade,9005812,Homrich,"$10,503.97 ",8/5/14,No,3,42.407847,-83.070625
13018 Mitchell,9010802,Homrich,"$16,125.04 ",9/19/14,No,3,42.411119,-83.065545
2749 Mclean,9005770,Homrich,"$20,555.48 ",9/24/14,No,3,42.408884,-83.066813
12820 Arlington,9013547,Homrich,"$24,091.60 ",9/29/14,No,3,42.408159,-83.069362
12414 Arlington,9013530,Homrich,"$7,134.28 ",8/1/14,No,3,42.406756,-83.068418
12023 Greiner,21020454-6,Jenkins Construction,"$10,500.00 ",7/24/15,No,3,42.427581,-83.000171
11840 Greiner,21020405,Jenkins Construction,"$7,300.00 ",7/23/15,No,3,42.426989,-83.002287
3826 Charles,13006881,Able Demolition,"$12,044.25 ",8/20/15,No,3,42.411326,-83.057935
19230 Rogge,15006506,Homrich,"$14,300.00 ",9/16/15,No,3,42.435764,-83.029446
5622 Casmere,13005764,Farrow Group,"$18,029.55 ",1/7/15,No,3,42.40787,-83.045062
13012 Mitchell,9010801,Homrich,"$11,899.17 ",7/28/14,No,3,42.411045,-83.065496
13006 Mitchell,9010800,Homrich,"$13,212.42 ",8/5/14,No,3,42.410972,-83.065446
19321 Dresden,21034887,Jenkins Construction,"$8,750.00 ",10/30/14,No,3,42.436733,-83.00022
13255 Caldwell,13014577,Farrow Group,"$17,279.55 ",12/12/14,No,3,42.414809,-83.046899
2402 Lawley,9006022,Homrich,"$23,200.00 ",9/22/15,No,3,42.409109,-83.07159
2420 Mcpherson,9005278,Homrich,"$22,000.00 ",9/21/15,No,3,42.405343,-83.068704
19471 Carrie,15008441,Able Demolition,"$8,787.00 ",12/7/15,No,3,42.438307,-83.031221
9300 Minock,22090653,Homrich,"$8,496.60 ",8/6/14,No,7,42.36308,-83.231996
8437 Rosemont,22077238,Homrich,"$10,600.00 ",9/29/15,No,7,42.354886,-83.219133
8287 Evergreen,22096974-5,Homrich,"$12,785.37 ",10/27/14,No,7,42.353419,-83.236155
7475 St Marys,22059443,Homrich,"$17,497.97 ",8/11/14,No,7,42.347067,-83.20409
7450 St Marys,22058270,Homrich,"$13,464.58 ",9/3/14,No,7,42.346743,-83.203452
7759 Rutherford,22056767,Homrich,"$6,069.19 ",8/6/14,No,7,42.349238,-83.201761
8043 Patton,22104879,Homrich,"$12,858.47 ",11/11/14,No,7,42.350899,-83.242164
8318 Minock,22090575,Homrich,"$11,222.86 ",11/10/14,No,7,42.353883,-83.231804
8610 Minock,22090594,Homrich,"$13,397.84 ",8/7/14,No,7,42.356025,-83.23189
8101 Ashton,22075873,Homrich,"$9,222.05 ",8/6/14,No,7,42.352044,-83.217841
7754 Archdale,22070946,Homrich,"$35,001.85 ",8/9/14,No,7,42.348897,-83.214683
8424 Ashton,22074795,Homrich,"$17,744.01 ",8/19/14,No,7,42.354717,-83.217273
9591 Evergreen,22096791-2,Homrich,"$12,906.67 ",8/19/14,No,7,42.366055,-83.23649
12088 Fielding,22102392,Homrich,"$13,254.64 ",8/11/14,No,7,42.375353,-83.240983
8461 Minock,22091506,Homrich,"$16,138.64 ",8/19/14,No,7,42.354912,-83.232553
8229 Artesian,22085451,Homrich,"$19,319.51 ",8/12/14,No,7,42.352722,-83.226395
10055 Artesian,22085263-4,Homrich,"$16,611.73 ",8/12/14,No,7,42.369509,-83.226807
6369 Memorial,22068007.01,Homrich,"$17,964.39 ",8/19/14,No,7,42.337207,-83.211096
7534 Mansfield,22056959,Homrich,"$15,072.77 ",8/15/14,No,7,42.347918,-83.202274
9232 Heyden,22098936,Homrich,"$15,381.56 ",8/15/14,No,7,42.361854,-83.238069
9275 Heyden,22099898-9,Homrich,"$19,760.80 ",8/22/14,No,7,42.362706,-83.238786
8636 Greenview,22079698,Homrich,"$14,396.15 ",8/14/14,No,7,42.356532,-83.222137
11662 Stout,22101050-1,Homrich,"$9,176.53 ",10/29/14,No,7,42.372855,-83.239657
18631 Sawyer,22000943-4,Homrich,"$10,263.29 ",8/19/14,No,7,42.346755,-83.222767
18550 Sawyer,22001066,Homrich,"$20,941.06 ",9/19/14,No,7,42.347193,-83.221974
18614 Sawyer,22001062-3,Homrich,"$12,686.98 ",8/19/14,No,7,42.347172,-83.222483
8275 Patton,22104858,Homrich,"$15,009.12 ",8/15/14,No,7,42.353128,-83.242239
8299 Rosemont,22077246,Homrich,"$16,759.06 ",8/19/14,No,7,42.353814,-83.219098
8317 Piedmont,22087804,Homrich,"$13,741.04 ",9/6/14,No,7,42.353913,-83.228845
8082 Rosemont,22076191,Homrich,"$17,943.24 ",8/20/14,No,7,42.351819,-83.218339
8291 Piedmont,22087807,Homrich,"$12,413.60 ",8/20/14,No,7,42.35357,-83.228833
19819 Sawyer,22001000-1,Homrich,"$9,845.81 ",8/13/14,No,7,42.346578,-83.234731
8894 Stout,22100996,MCM,"$10,189.00 ",8/14/14,No,7,42.35896,-83.239253
8841 Stout,22102056,MCM,"$12,045.00 ",8/14/14,No,7,42.358181,-83.239953
8886 Stout,22100995,MCM,"$13,086.00 ",8/18/14,No,7,42.358851,-83.239253
18610 Tireman,22001770-1,MCM,"$10,211.00 ",8/14/14,No,7,42.35079,-83.222611
8429 Stout,22102085,MCM,"$11,622.00 ",8/18/14,No,7,42.354314,-83.239846
11720 Stout,22101059,MCM,"$9,270.00 ",8/14/14,No,7,42.373681,-83.239682
8849 Stout,22102055,MCM,"$9,553.00 ",8/14/14,No,7,42.358277,-83.239953
16241 Tireman,22001134-5,MCM,"$11,155.00 ",8/14/14,No,7,42.350548,-83.204779
11627 Stout,22101999,MCM,"$14,851.00 ",8/18/14,No,7,42.372415,-83.240358
12253 Stout,22101954-5,MCM,"$9,877.00 ",8/18/14,No,7,42.377154,-83.240499
12017 Stout,22101981,MCM,"$10,635.00 ",8/18/14,No,7,42.374366,-83.240416
6516 Winthrop,22051473,MCM,"$8,969.00 ",8/19/14,No,7,42.338477,-83.196927
6548 Westwood,22089179,MCM,"$9,903.00 ",8/19/14,No,7,42.339434,-83.230004
7614 Warwick,22085774,MCM,"$11,570.00 ",8/19/14,No,7,42.347175,-83.226695
7621 Warwick,22086694,MCM,"$12,799.00 ",8/19/14,No,7,42.347279,-83.227395
6474 Vaughan,22097270,MCM,"$11,621.00 ",8/19/14,No,7,42.338279,-83.236065
8220 Warwick,22085814,MCM,"$8,030.00 ",8/19/14,No,7,42.352606,-83.226897
6727 Westwood,22090306,MCM,"$11,484.00 ",8/9/14,No,7,42.33999,-83.230696
6468 Vaughan,22097269,MCM,"$9,975.00 ",8/19/14,No,7,42.338183,-83.236061
9267 Vaughan,22098516,MCM,"$9,614.00 ",8/19/14,No,7,42.362535,-83.237586
9262 Vaughan,22097475,MCM,"$10,820.00 ",8/19/14,No,7,42.362571,-83.236867
6900 Vaughan,22097310,MCM,"$13,202.00 ",8/22/14,No,7,42.342312,-83.236219
8647 Heyden,22099945,Homrich,"$13,121.34 ",8/28/14,No,7,42.356392,-83.238688
9003 Heyden,22099931,Homrich,"$12,480.62 ",8/28/14,No,7,42.359399,-83.238761
9208 Heyden,22098930-1,Homrich,"$12,636.86 ",8/28/14,No,7,42.361305,-83.238066
9200 Heyden,22098929,Homrich,"$13,841.28 ",8/28/14,No,7,42.361195,-83.238065
7330 Plainview,22093608,Homrich,"$13,252.84 ",9/6/14,No,7,42.345088,-83.233875
6321 Rutland,22069142.02,Homrich,"$12,038.82 ",9/6/14,No,7,42.336587,-83.212329
9981 Plainview,22094615,Homrich,"$15,703.55 ",8/30/14,No,7,42.368463,-83.235271
11352 Plainview,22093788,Homrich,"$16,540.05 ",8/30/14,No,7,42.370276,-83.23463
6716 Rutland,22068497,Homrich,"$8,998.37 ",9/6/14,No,7,42.340149,-83.211765
6901 Piedmont,22087889,Homrich,"$12,814.58 ",9/6/14,No,7,42.342431,-83.228393
12010 Plainview,22093814,Homrich,"$12,852.45 ",9/6/14,No,7,42.374325,-83.234747
11663 Plainview,22094587,Homrich,"$15,469.58 ",8/30/14,No,7,42.372914,-83.235385
9301 Pierson,22107178,Homrich,"$15,235.18 ",8/29/14,No,7,42.362821,-83.245012
9347 Pierson,22107171-2,Homrich,"$15,793.25 ",8/29/14,No,7,42.363424,-83.245043
6701 Plainview,22094842,Homrich,"$12,280.91 ",9/6/14,No,7,42.339642,-83.234298
8887 Pierson,22107216,Homrich,"$14,825.61 ",9/6/14,No,7,42.358758,-83.244799
8400 Pierson,22106185,Homrich,"$15,058.24 ",9/8/14,No,7,42.353909,-83.243965
8316 Pierson,22106184,Homrich,"$15,229.66 ",8/29/14,No,7,42.35366,-83.24395
8300 Pierson,22106182,Homrich,"$20,059.44 ",9/8/14,No,7,42.353433,-83.243941
9311 Pierson,22107177,Homrich,"$20,219.10 ",9/8/14,No,7,42.362917,-83.245017
9200 Pierson,22106245,Homrich,"$12,445.16 ",8/30/14,No,7,42.361075,-83.244177
9114 Pierson,22106244,Homrich,"$6,452.36 ",8/30/14,No,7,42.360814,-83.244166
9104 Pierson,22106243,Homrich,"$13,909.89 ",8/29/14,No,7,42.360677,-83.244162
9094 Pierson,22106241-2,Homrich,"$11,675.91 ",8/30/14,No,7,42.36054,-83.244156
9331 Pierson,22107174,Homrich,"$14,982.25 ",8/29/14,No,7,42.363177,-83.24503
12050 Plainview,22093819,Homrich,"$12,569.47 ",8/30/14,No,7,42.374853,-83.234767
9210 Pierson,22106247,Homrich,"$17,400.40 ",8/29/14,No,7,42.361274,-83.244184
12051 Plainview,22094571,Homrich,"$13,689.23 ",8/30/14,No,7,42.374892,-83.235454
9258 Pierson,22106257,Homrich,"$12,063.07 ",8/29/14,No,7,42.362234,-83.244217
9229 Pierson,22107189,Homrich,"$14,032.57 ",8/29/14,No,7,42.361601,-83.244945
9278 Pierson,22106261,Homrich,"$14,896.05 ",9/8/14,No,7,42.362617,-83.244229
12137 Pierson,22107116,Homrich,"$12,843.23 ",8/29/14,No,7,42.375955,-83.245408
8110 Plainview,22093662,Homrich,"$16,072.99 ",8/30/14,No,7,42.352041,-83.23413
6884 Rutland,22068521,Homrich,"$18,610.26 ",8/26/14,No,7,42.342454,-83.211839
12141 Plainview,22094558,Homrich,"$15,556.80 ",8/30/14,No,7,42.376129,-83.235492
9383 Plainview,22094636,Homrich,"$10,627.10 ",8/30/14,No,7,42.364106,-83.23513
8213 Fielding,22103450,Homrich,"$12,016.18 ",8/7/14,No,7,42.352267,-83.240967
6911 St Marys,22059471,Homrich,"$9,182.25 ",8/6/14,No,7,42.342962,-83.20393
6459 Stahelin,22084045,Homrich,"$17,824.33 ",8/11/14,No,7,42.33829,-83.224483
7841 Montrose,22053426,Homrich,"$7,325.44 ",11/12/14,No,7,42.350371,-83.199351
8454 Artesian,22084308,Homrich,"$10,571.80 ",8/9/14,No,7,42.354906,-83.225689
7510 Archdale,22070934,Homrich,"$10,392.78 ",11/12/14,No,7,42.347378,-83.214628
6433 Evergreen,22097212-3,Homrich,"$22,783.56 ",8/13/14,No,7,42.337765,-83.235509
8113 Patton,22104869,Homrich,"$17,407.46 ",8/13/14,No,7,42.351894,-83.242199
6787 Mansfield,22058138,Homrich,"$16,583.77 ",8/20/14,No,7,42.341247,-83.202631
6528 Minock,22090454,Homrich,"$17,423.95 ",9/19/14,No,7,42.339128,-83.231197
9254 Stout,22101029,Homrich,"$8,007.48 ",8/19/14,No,7,42.362255,-83.239278
19601 Sawyer,22000990,Homrich,"$9,954.60 ",8/19/14,No,7,42.346599,-83.233232
8690 Penrod,22077631,Homrich,"$15,053.67 ",8/20/14,No,7,42.357257,-83.219714
8285 Rosemont,22077248,Homrich,"$6,563.29 ",8/20/14,No,7,42.353622,-83.21909
8324 Penrod,22077604,Homrich,"$16,210.28 ",8/20/14,No,7,42.354162,-83.219618
8050 Penrod,22077579,Homrich,"$11,109.42 ",8/19/14,No,7,42.35136,-83.219535
6789 Vaughan,22098665,MCM,"$9,485.00 ",8/19/14,No,7,42.340767,-83.236862
6087 Minock,22091676,Homrich,"$22,195.78 ",9/8/14,No,7,42.333613,-83.231693
8273 Heyden,22099945.03,Homrich,"$12,393.45 ",8/30/14,No,7,42.353165,-83.238567
8284 Heyden,22098863-4,Homrich,"$14,660.35 ",8/28/14,No,7,42.353315,-83.237856
6411 Piedmont,22087938,Homrich,"$6,073.51 ",8/26/14,No,7,42.337539,-83.228216
7684 Plainview,22093630,Homrich,"$9,399.49 ",9/6/14,No,7,42.348043,-83.234005
8909 Pierson,22107213,Homrich,"$17,928.63 ",8/29/14,No,7,42.359046,-83.244815
8864 Pierson,22106221,Homrich,"$13,975.11 ",8/29/14,No,7,42.358415,-83.244082
7793 Plainview,22094758,Homrich,"$11,865.28 ",8/26/14,No,7,42.349527,-83.234717
7804 Plainview,22093647,Homrich,"$13,646.96 ",8/26/14,No,7,42.349674,-83.234064
7818 Plainview,22093649,Homrich,"$17,030.19 ",8/30/14,No,7,42.349893,-83.234072
7335 Piedmont,22087872,Homrich,"$17,681.90 ",9/8/14,No,7,42.34519,-83.228492
9252 Pierson,22106255-6,Homrich,"$11,681.94 ",8/29/14,No,7,42.362111,-83.244212
9303 Plainview,22094647,Homrich,"$12,185.58 ",8/30/14,No,7,42.363014,-83.235123
12204 Pierson,22106325,Homrich,"$16,482.48 ",9/6/14,No,7,42.376537,-83.244727
12145 Pierson,22107115.002L,Homrich,"$13,632.74 ",8/29/14,No,7,42.376064,-83.245412
8515 Fielding,22103418-9,Homrich,"$14,900.00 ",9/28/15,No,7,42.355499,-83.241097
8097 Fielding,22103454,Homrich,"$23,600.00 ",10/9/15,No,7,42.351702,-83.240945
8040 Heyden,22098841,Homrich,"$19,900.00 ",10/13/15,No,7,42.350987,-83.23778
8076 Heyden,22098846,Homrich,"$20,000.00 ",9/28/15,No,7,42.351467,-83.2378
12000 Fielding,22102380,Homrich,"$22,400.00 ",9/29/15,No,7,42.374172,-83.240945
6730 Rutherford,22055656,Able Demolition,"$20,881.75 ",9/9/15,No,7,42.340508,-83.200689
6780 Montrose,22052789,Able Demolition,"$22,500.00 ",9/3/15,No,7,42.341259,-83.198254
7811 Longacre,22070800,Homrich,"$20,200.00 ",10/15/15,No,7,42.349675,-83.214251
6038 Minock,22090395,Homrich,"$18,300.00 ",9/29/15,No,7,42.332945,-83.230992
8286 Grandville,22088161,Homrich,"$18,300.00 ",10/9/15,No,7,42.353498,-83.229337
8027 Rosemont,22077271,Able Demolition,"$16,210.50 ",9/3/15,No,7,42.35104,-83.218975
6541 Plainview,22094844,Able Demolition,"$16,329.68 ",9/9/15,No,7,42.339275,-83.23429
8067 Stout,22102113,Able Demolition,"$17,474.89 ",9/2/15,No,7,42.351302,-83.239728
8059 Stout,22102114,Able Demolition,"$10,257.56 ",9/2/15,No,7,42.351192,-83.239724
8083 Stout,22102110-1,Able Demolition,"$11,612.98 ",9/2/15,No,7,42.351521,-83.239736
8075 Stout,22102112,Able Demolition,"$11,880.13 ",9/2/15,No,7,42.351411,-83.239732
8041 Stout,22102116,Able Demolition,"$12,016.48 ",9/2/15,No,7,42.350973,-83.239714
11665 Auburn,22092763,Blue Star,"$12,900.00 ",11/11/14,No,7,42.372968,-83.234176
7235 Brace,22081270,Blue Star,"$9,200.00 ",12/1/14,No,7,42.343923,-83.223494
11660 Auburn,22092384,Blue Star,"$12,900.00 ",11/11/14,No,7,42.372921,-83.233465
12241 Braile,22105871,Blue Star,"$9,300.00 ",3/30/15,No,7,42.377048,-83.244255
7324 Brace,22080925,Blue Star,"$9,900.00 ",2/27/15,No,7,42.345179,-83.222881
9116 Auburn,22092303,Blue Star,"$10,200.00 ",11/12/14,No,7,42.361023,-83.233214
11655 Auburn,22092764,Blue Star,"$10,900.00 ",11/11/14,No,7,42.372859,-83.234173
6739 Brace,22081295,Blue Star,"$12,900.00 ",11/19/14,No,7,42.340278,-83.223376
7810 Plainview,22093648,Blue Star,"$11,700.00 ",11/14/14,No,7,42.34977,-83.234068
8868 Plainview,22093716,Blue Star,"$10,800.00 ",11/12/14,No,7,42.358655,-83.234389
6850 Longacre,22070226,Homrich,"$12,120.85 ",8/15/14,No,7,42.341944,-83.213057
7703 Longacre,22070813,Homrich,"$11,900.21 ",8/19/14,No,7,42.348227,-83.214201
8879 Evergreen,22096899-900,Homrich,"$11,057.59 ",8/6/14,No,7,42.358783,-83.236344
9520 Greensboro,21065272,Adamo,"$8,348.00 ",5/20/15,No,4,42.410539,-82.956724
4206 Grand,14005694,DMC Consultants,"$12,992.00 ",5/5/15,No,2,42.389755,-83.136856
3222 Clements,12004581,DMC Consultants,"$13,292.00 ",5/1/15,No,7,42.391866,-83.128657
2902 Clements,12004606,DMC Consultants,"$19,724.00 ",5/1/15,No,2,42.393001,-83.1256
17892 Teppert,17014917-8,Homrich,"$17,241.25 ",8/12/14,No,3,42.426607,-83.00834
18050 Rowe,21035763,Able Demolition,"$13,049.20 ",8/20/15,No,3,42.428112,-83.002814
19125 Rowe,21036001,Able Demolition,"$17,372.00 ",8/20/15,No,3,42.434952,-83.003802
9500 Philip,21060377,Homrich,"$12,585.09 ",9/3/14,No,4,42.410101,-82.963178
19701 Bentler,22110795-6,Homrich,"$15,832.27 ",8/21/14,No,1,42.434806,-83.254004
17231 Bentler,22110842,Homrich,"$11,579.97 ",8/21/14,No,1,42.416686,-83.253134
18449 Bentler,22015680,Homrich,"$14,998.37 ",8/21/14,No,1,42.424957,-83.253581
19710 Bentler,22110721,Homrich,"$12,844.35 ",8/21/14,No,1,42.434933,-83.253318
18996 Bentler,22110678,Homrich,"$13,689.89 ",8/21/14,No,1,42.427809,-83.252943
19516 Bentler,22110719,Homrich,"$11,378.59 ",8/21/14,No,1,42.434552,-83.253304
19719 Bentler,22110793,Homrich,"$11,182.88 ",8/21/14,No,1,42.435026,-83.254012
17161 Asbury Park,22061871,Homrich,"$13,874.30 ",8/23/14,No,2,42.416715,-83.209366
18315 Greydale,22112888,Homrich,"$12,897.29 ",8/22/14,No,1,42.423392,-83.257095
19313 Blackstone,22109274,Homrich,"$11,576.15 ",8/25/14,No,1,42.431442,-83.251465
17195 Evergreen,22096229,Homrich,"$11,478.63 ",9/3/14,No,1,42.41656,-83.238568
18215 Evergreen,22096170,Homrich,"$11,030.32 ",9/19/14,No,1,42.422678,-83.238826
17520 Kentfield,22100317,Homrich,"$13,840.10 ",8/26/14,No,1,42.41952,-83.241038
20245 Chapel,22111493,Homrich,"$23,636.26 ",9/19/14,No,1,42.440562,-83.255423
18572 Patton,22104139,Homrich,"$20,622.60 ",9/19/14,No,1,42.426795,-83.244919
18426 Greydale,22112719,Homrich,"$16,327.89 ",9/4/14,No,1,42.424629,-83.256461
18241 Heyden,22099518,Homrich,"$12,560.29 ",11/11/14,No,1,42.42362,-83.240784
18960 Patton,22104149,Homrich,"$10,749.28 ",8/29/14,No,1,42.427879,-83.244987
18988 Fielding,22102788-9,Homrich,"$14,227.03 ",8/27/14,No,1,42.428314,-83.243895
19760 Bentler,22110727,Homrich,"$13,263.23 ",8/21/14,No,1,42.435591,-83.253338
18426 Braile,22105374,Homrich,"$11,485.45 ",8/27/14,No,1,42.424757,-83.24585
19444 Blackstone,22109218.03,Homrich,"$12,678.78 ",8/25/14,No,1,42.433593,-83.25084
19367 Blackstone,22109264,Homrich,"$10,617.55 ",8/25/14,No,1,42.432539,-83.251512
19351 Blackstone,22109267,Homrich,"$12,218.14 ",8/25/14,No,1,42.43221,-83.251498
19517 Blackstone,22109247,Homrich,"$12,959.15 ",8/25/14,No,1,42.434593,-83.251582
18323 Greydale,22112887.002L,Homrich,"$14,437.09 ",8/22/14,No,1,42.423516,-83.257097
18331 Greydale,22112887,Homrich,"$18,766.14 ",8/23/14,No,1,42.423639,-83.2571
19151 Blackstone,22109284,Homrich,"$10,817.51 ",8/25/14,No,1,42.430166,-83.251396
21424 Karl,22015447,Homrich,"$18,159.26 ",8/22/14,No,1,42.423541,-83.253811
19400 Bentler,22110705,Homrich,"$10,256.43 ",8/21/14,No,1,42.433011,-83.25325
